symbol,reactome_id,pathway_name
TUBB4A,R-HSA-373760,L1CAM interactions
TUBB4A,R-HSA-380259,Loss of Nlp from mitotic centrosomes
TUBB4A,R-HSA-380270,Recruitment of mitotic centrosome proteins and complexes
TUBB4A,R-HSA-380284,Loss of proteins required for interphase microtubule organization from the centrosome
TUBB4A,R-HSA-380287,Centrosome maturation
TUBB4A,R-HSA-380320,Recruitment of NuMA to mitotic centrosomes
TUBB4A,R-HSA-389957,Prefoldin mediated transfer of substrate  to CCT/TriC
TUBB4A,R-HSA-389958,Cooperation of Prefoldin and TriC/CCT  in actin and tubulin folding
TUBB4A,R-HSA-389960,Formation of tubulin folding intermediates by CCT/TriC
TUBB4A,R-HSA-389977,Post-chaperonin tubulin folding pathway
TUBB4A,R-HSA-390466,Chaperonin-mediated protein folding
TUBB4A,R-HSA-391251,Protein folding
TUBB4A,R-HSA-392499,Metabolism of proteins
TUBB4A,R-HSA-422475,Axon guidance
TUBB4A,R-HSA-437239,Recycling pathway of L1
TUBB4A,R-HSA-438064,Post NMDA receptor activation events
TUBB4A,R-HSA-442755,Activation of NMDA receptors and postsynaptic events
TUBB4A,R-HSA-446203,Asparagine N-linked glycosylation
TUBB4A,R-HSA-453274,Mitotic G2-G2/M phases
TUBB4A,R-HSA-5358351,Signaling by Hedgehog
TUBB4A,R-HSA-5610787,Hedgehog 'off' state
TUBB4A,R-HSA-5617833,Cilium Assembly
TUBB4A,R-HSA-5620912,Anchoring of the basal body to the plasma membrane
TUBB4A,R-HSA-5620920,Cargo trafficking to the periciliary membrane
TUBB4A,R-HSA-5620924,Intraflagellar transport
TUBB4A,R-HSA-5626467,RHO GTPases activate IQGAPs
TUBB4A,R-HSA-5653656,Vesicle-mediated transport
TUBB4A,R-HSA-5663205,Infectious disease
TUBB4A,R-HSA-5663220,RHO GTPases Activate Formins
TUBB4A,R-HSA-597592,Post-translational protein modification
TUBB4A,R-HSA-6807878,COPI-mediated anterograde transport
TUBB4A,R-HSA-6811434,COPI-dependent Golgi-to-ER retrograde traffic
TUBB4A,R-HSA-6811436,COPI-independent Golgi-to-ER retrograde traffic
TUBB4A,R-HSA-6811442,Intra-Golgi and retrograde Golgi-to-ER traffic
TUBB4A,R-HSA-68877,Mitotic Prometaphase
TUBB4A,R-HSA-68882,Mitotic Anaphase
TUBB4A,R-HSA-68886,M Phase
TUBB4A,R-HSA-69275,G2/M Transition
TUBB4A,R-HSA-69278,"Cell Cycle, Mitotic"
TUBB4A,R-HSA-8852276,The role of GTSE1 in G2/M progression after G2 checkpoint
TUBB4A,R-HSA-8854518,AURKA Activation by TPX2
TUBB4A,R-HSA-8856688,Golgi-to-ER retrograde transport
TUBB4A,R-HSA-8953897,Cellular responses to stimuli
TUBB4A,R-HSA-8955332,Carboxyterminal post-translational modifications of tubulin
TUBB4A,R-HSA-913531,Interferon Signaling
TUBB4A,R-HSA-948021,Transport to the Golgi and subsequent modification
TUBB4A,R-HSA-9609646,HCMV Infection
TUBB4A,R-HSA-9609690,HCMV Early Events
TUBB4A,R-HSA-9609736,Assembly and cell surface presentation of NMDA receptors
TUBB4A,R-HSA-9612973,Autophagy
TUBB4A,R-HSA-9619483,Activation of AMPK downstream of NMDARs
TUBB4A,R-HSA-9646399,Aggrephagy
TUBB4A,R-HSA-9648025,EML4 and NUDC in mitotic spindle formation
TUBB4A,R-HSA-9663891,Selective autophagy
TUBB4A,R-HSA-9668328,Sealing of the nuclear envelope (NE) by ESCRT-III
TUBB4A,R-HSA-9675108,Nervous system development
TUBB4A,R-HSA-9716542,"Signaling by Rho GTPases, Miro GTPases and RHOBTB3"
TUBB4A,R-HSA-9824446,Viral Infection Pathways
TUBB4A,R-HSA-983189,Kinesins
TUBB4A,R-HSA-983231,Factors involved in megakaryocyte development and platelet production
TUBB4A,R-HSA-9833482,PKR-mediated signaling
TUBB4B,R-HSA-109582,Hemostasis
TUBB4B,R-HSA-112314,Neurotransmitter receptors and postsynaptic signal transmission
TUBB4B,R-HSA-112315,Transmission across Chemical Synapses
TUBB4B,R-HSA-112316,Neuronal System
TUBB4B,R-HSA-1169410,Antimicrobial mechanism of IFN-stimulated genes
TUBB4B,R-HSA-1266738,Developmental Biology
TUBB4B,R-HSA-1280215,Cytokine Signaling in Immune system
TUBB4B,R-HSA-1280218,Adaptive Immune System
TUBB4B,R-HSA-1445148,Translocation of SLC2A4 (GLUT4) to the plasma membrane
TUBB4B,R-HSA-157858,Gap junction trafficking and regulation
TUBB4B,R-HSA-162582,Signal Transduction
TUBB4B,R-HSA-1632852,Macroautophagy
TUBB4B,R-HSA-1640170,Cell Cycle
TUBB4B,R-HSA-1643685,Disease
TUBB4B,R-HSA-168249,Innate Immune System
TUBB4B,R-HSA-168256,Immune System
TUBB4B,R-HSA-1852241,Organelle biogenesis and maintenance
TUBB4B,R-HSA-190828,Gap junction trafficking
TUBB4B,R-HSA-190840,Microtubule-dependent trafficking of connexons from Golgi to the plasma membrane
TUBB4B,R-HSA-190861,Gap junction assembly
TUBB4B,R-HSA-190872,Transport of connexons to the plasma membrane
TUBB4B,R-HSA-194315,Signaling by Rho GTPases
TUBB4B,R-HSA-195258,RHO GTPase Effectors
TUBB4B,R-HSA-199977,ER to Golgi Anterograde Transport
TUBB4B,R-HSA-199991,Membrane Trafficking
TUBB4B,R-HSA-2132295,MHC class II antigen presentation
TUBB4B,R-HSA-2262752,Cellular responses to stress
TUBB4B,R-HSA-2467813,Separation of Sister Chromatids
TUBB4B,R-HSA-2500257,Resolution of Sister Chromatid Cohesion
TUBB4B,R-HSA-2555396,Mitotic Metaphase and Anaphase
TUBB4B,R-HSA-2565942,Regulation of PLK1 Activity at G2/M Transition
TUBB4B,R-HSA-2995410,Nuclear Envelope (NE) Reassembly
TUBB4B,R-HSA-3371497,HSP90 chaperone cycle for steroid hormone receptors (SHR) in the presence of ligand
TUBB4B,R-HSA-373760,L1CAM interactions
TUBB4B,R-HSA-380259,Loss of Nlp from mitotic centrosomes
TUBB4B,R-HSA-380270,Recruitment of mitotic centrosome proteins and complexes
TUBB4B,R-HSA-380284,Loss of proteins required for interphase microtubule organization from the centrosome
TUBB4B,R-HSA-380287,Centrosome maturation
TUBB4B,R-HSA-380320,Recruitment of NuMA to mitotic centrosomes
TUBB4B,R-HSA-389957,Prefoldin mediated transfer of substrate  to CCT/TriC
TUBB4B,R-HSA-389958,Cooperation of Prefoldin and TriC/CCT  in actin and tubulin folding
TUBB4B,R-HSA-389960,Formation of tubulin folding intermediates by CCT/TriC
TUBB4B,R-HSA-389977,Post-chaperonin tubulin folding pathway
TUBB4B,R-HSA-390466,Chaperonin-mediated protein folding
TUBB4B,R-HSA-391251,Protein folding
TUBB4B,R-HSA-392499,Metabolism of proteins
TUBB4B,R-HSA-422475,Axon guidance
TUBB4B,R-HSA-437239,Recycling pathway of L1
TUBB4B,R-HSA-438064,Post NMDA receptor activation events
TUBB4B,R-HSA-442755,Activation of NMDA receptors and postsynaptic events
TUBB4B,R-HSA-446203,Asparagine N-linked glycosylation
TUBB4B,R-HSA-453274,Mitotic G2-G2/M phases
TUBB4B,R-HSA-5358351,Signaling by Hedgehog
TUBB4B,R-HSA-5610787,Hedgehog 'off' state
TUBB4B,R-HSA-5617833,Cilium Assembly
TUBB4B,R-HSA-5620912,Anchoring of the basal body to the plasma membrane
TUBB4B,R-HSA-5620920,Cargo trafficking to the periciliary membrane
TUBB4B,R-HSA-5620924,Intraflagellar transport
TUBB4B,R-HSA-5626467,RHO GTPases activate IQGAPs
TUBB4B,R-HSA-5653656,Vesicle-mediated transport
TUBB4B,R-HSA-5663205,Infectious disease
TUBB4B,R-HSA-5663220,RHO GTPases Activate Formins
TUBB4B,R-HSA-597592,Post-translational protein modification
TUBB4B,R-HSA-6798695,Neutrophil degranulation
TUBB4B,R-HSA-6807878,COPI-mediated anterograde transport
TUBB4B,R-HSA-6811434,COPI-dependent Golgi-to-ER retrograde traffic
TUBB4B,R-HSA-6811436,COPI-independent Golgi-to-ER retrograde traffic
TUBB4B,R-HSA-6811442,Intra-Golgi and retrograde Golgi-to-ER traffic
TUBB4B,R-HSA-68877,Mitotic Prometaphase
TUBB4B,R-HSA-68882,Mitotic Anaphase
TUBB4B,R-HSA-68886,M Phase
TUBB4B,R-HSA-69275,G2/M Transition
TUBB4B,R-HSA-69278,"Cell Cycle, Mitotic"
TUBB4B,R-HSA-8852276,The role of GTSE1 in G2/M progression after G2 checkpoint
TUBB4B,R-HSA-8854518,AURKA Activation by TPX2
TUBB4B,R-HSA-8856688,Golgi-to-ER retrograde transport
TUBB4B,R-HSA-8953897,Cellular responses to stimuli
TUBB4B,R-HSA-8955332,Carboxyterminal post-translational modifications of tubulin
TUBB4B,R-HSA-913531,Interferon Signaling
TUBB4B,R-HSA-948021,Transport to the Golgi and subsequent modification
TUBB4B,R-HSA-9609646,HCMV Infection
TUBB4B,R-HSA-9609690,HCMV Early Events
TUBB4B,R-HSA-9609736,Assembly and cell surface presentation of NMDA receptors
TUBB4B,R-HSA-9612973,Autophagy
TUBB4B,R-HSA-9619483,Activation of AMPK downstream of NMDARs
TUBB4B,R-HSA-9646399,Aggrephagy
TUBB4B,R-HSA-9648025,EML4 and NUDC in mitotic spindle formation
TUBB4B,R-HSA-9663891,Selective autophagy
TUBB4B,R-HSA-9668328,Sealing of the nuclear envelope (NE) by ESCRT-III
TUBB4B,R-HSA-9675108,Nervous system development
TUBB4B,R-HSA-9716542,"Signaling by Rho GTPases, Miro GTPases and RHOBTB3"
TUBB4B,R-HSA-9824446,Viral Infection Pathways
TUBB4B,R-HSA-983189,Kinesins
TUBB4B,R-HSA-983231,Factors involved in megakaryocyte development and platelet production
TUBB4B,R-HSA-9833482,PKR-mediated signaling
BTN3A3,R-HSA-1280218,Adaptive Immune System
BTN3A3,R-HSA-168256,Immune System
BTN3A3,R-HSA-8851680,Butyrophilin (BTN) family interactions
BTN2A2,R-HSA-1280218,Adaptive Immune System
BTN2A2,R-HSA-168256,Immune System
BTN2A2,R-HSA-8851680,Butyrophilin (BTN) family interactions
SYCP2,R-HSA-1221632,Meiotic synapsis
SYCP2,R-HSA-1474165,Reproduction
SYCP2,R-HSA-1500620,Meiosis
SYCP2,R-HSA-1640170,Cell Cycle
CEPT1,R-HSA-1430728,Metabolism
CEPT1,R-HSA-1483191,Synthesis of PC
CEPT1,R-HSA-1483206,Glycerophospholipid biosynthesis
CEPT1,R-HSA-1483213,Synthesis of PE
CEPT1,R-HSA-1483257,Phospholipid metabolism
CEPT1,R-HSA-556833,Metabolism of lipids
MYL12B,R-HSA-1266738,Developmental Biology
MYL12B,R-HSA-162582,Signal Transduction
MYL12B,R-HSA-194315,Signaling by Rho GTPases
MYL12B,R-HSA-195258,RHO GTPase Effectors
MYL12B,R-HSA-2682334,EPH-Ephrin signaling
MYL12B,R-HSA-373755,Semaphorin interactions
MYL12B,R-HSA-3928663,EPHA-mediated growth cone collapse
MYL12B,R-HSA-397014,Muscle contraction
MYL12B,R-HSA-400685,Sema4D in semaphorin signaling
MYL12B,R-HSA-416572,Sema4D induced cell migration and growth-cone collapse
MYL12B,R-HSA-422475,Axon guidance
MYL12B,R-HSA-445355,Smooth Muscle Contraction
MYL12B,R-HSA-5625740,RHO GTPases activate PKNs
MYL12B,R-HSA-5625900,RHO GTPases activate CIT
MYL12B,R-HSA-5627117,RHO GTPases Activate ROCKs
MYL12B,R-HSA-5627123,RHO GTPases activate PAKs
MYL12B,R-HSA-9675108,Nervous system development
MYL12B,R-HSA-9716542,"Signaling by Rho GTPases, Miro GTPases and RHOBTB3"
NOD1,R-HSA-1280215,Cytokine Signaling in Immune system
NOD1,R-HSA-1643685,Disease
NOD1,R-HSA-166016,Toll Like Receptor 4 (TLR4) Cascade
NOD1,R-HSA-166058,MyD88:MAL(TIRAP) cascade initiated on plasma membrane
NOD1,R-HSA-166166,MyD88-independent TLR4 cascade 
NOD1,R-HSA-168138,Toll Like Receptor 9 (TLR9) Cascade
NOD1,R-HSA-168142,Toll Like Receptor 10 (TLR10) Cascade
NOD1,R-HSA-168164,Toll Like Receptor 3 (TLR3) Cascade
NOD1,R-HSA-168176,Toll Like Receptor 5 (TLR5) Cascade
NOD1,R-HSA-168179,Toll Like Receptor TLR1:TLR2 Cascade
NOD1,R-HSA-168181,Toll Like Receptor 7/8 (TLR7/8) Cascade
NOD1,R-HSA-168188,Toll Like Receptor TLR6:TLR2 Cascade
NOD1,R-HSA-168249,Innate Immune System
NOD1,R-HSA-168256,Immune System
NOD1,R-HSA-168638,NOD1/2 Signaling Pathway
NOD1,R-HSA-168643,"Nucleotide-binding domain, leucine rich repeat containing receptor (NLR) signaling pathways"
NOD1,R-HSA-168898,Toll-like Receptor Cascades
NOD1,R-HSA-181438,Toll Like Receptor 2 (TLR2) Cascade
NOD1,R-HSA-392499,Metabolism of proteins
NOD1,R-HSA-445989,TAK1-dependent IKK and NF-kappa-B activation  
NOD1,R-HSA-446652,Interleukin-1 family signaling
NOD1,R-HSA-448424,Interleukin-17 signaling
NOD1,R-HSA-449147,Signaling by Interleukins
NOD1,R-HSA-450294,MAP kinase activation
NOD1,R-HSA-450302,activated TAK1 mediates p38 MAPK activation
NOD1,R-HSA-450321,JNK (c-Jun kinases) phosphorylation and  activation mediated by activated human TAK1
NOD1,R-HSA-5663205,Infectious disease
NOD1,R-HSA-5688426,Deubiquitination
NOD1,R-HSA-5689896,Ovarian tumor domain proteases
NOD1,R-HSA-597592,Post-translational protein modification
NOD1,R-HSA-9020702,Interleukin-1 signaling
NOD1,R-HSA-937061,TRIF (TICAM1)-mediated TLR4 signaling 
NOD1,R-HSA-9679506,SARS-CoV Infections
NOD1,R-HSA-9694516,SARS-CoV-2 Infection
NOD1,R-HSA-9705671,SARS-CoV-2 activates/modulates innate and adaptive immune responses
NOD1,R-HSA-9705683,SARS-CoV-2-host interactions
NOD1,R-HSA-975138,TRAF6 mediated induction of NFkB and MAP kinases upon TLR7/8 or 9 activation
NOD1,R-HSA-975155,MyD88 dependent cascade initiated on endosome
NOD1,R-HSA-975871,MyD88 cascade initiated on plasma membrane
NOD1,R-HSA-9824446,Viral Infection Pathways
ANAPC10,R-HSA-1280218,Adaptive Immune System
ANAPC10,R-HSA-141405,Inhibition of the proteolytic activity of APC/C required for the onset of anaphase by mitotic spindle checkpoint components
ANAPC10,R-HSA-141430,Inactivation of APC/C via direct inhibition of the APC/C complex
ANAPC10,R-HSA-1640170,Cell Cycle
ANAPC10,R-HSA-1643685,Disease
ANAPC10,R-HSA-168256,Immune System
ANAPC10,R-HSA-174048,APC/C:Cdc20 mediated degradation of Cyclin B
ANAPC10,R-HSA-174084,Autodegradation of Cdh1 by Cdh1:APC/C
ANAPC10,R-HSA-174143,APC/C-mediated degradation of cell cycle proteins
ANAPC10,R-HSA-174154,APC/C:Cdc20 mediated degradation of Securin
ANAPC10,R-HSA-174178,APC/C:Cdh1 mediated degradation of Cdc20 and other APC/C:Cdh1 targeted proteins in late mitosis/early G1
ANAPC10,R-HSA-174184,Cdc20:Phospho-APC/C mediated degradation of Cyclin A
ANAPC10,R-HSA-176407,Conversion from APC/C:Cdc20 to APC/C:Cdh1 in late anaphase
ANAPC10,R-HSA-176408,Regulation of APC/C activators between G1/S and early anaphase
ANAPC10,R-HSA-176409,APC/C:Cdc20 mediated degradation of mitotic proteins
ANAPC10,R-HSA-176412,Phosphorylation of the APC/C
ANAPC10,R-HSA-176814,Activation of APC/C and APC/C:Cdc20 mediated degradation of mitotic proteins
ANAPC10,R-HSA-179409,APC-Cdc20 mediated degradation of Nek2A
ANAPC10,R-HSA-179419,APC:Cdc20 mediated degradation of cell cycle proteins prior to satisfation of the cell cycle checkpoint
ANAPC10,R-HSA-212436,Generic Transcription Pathway
ANAPC10,R-HSA-2262752,Cellular responses to stress
ANAPC10,R-HSA-2467813,Separation of Sister Chromatids
ANAPC10,R-HSA-2555396,Mitotic Metaphase and Anaphase
ANAPC10,R-HSA-2559582,Senescence-Associated Secretory Phenotype (SASP)
ANAPC10,R-HSA-2559583,Cellular Senescence
ANAPC10,R-HSA-453276,Regulation of mitotic cell cycle
ANAPC10,R-HSA-68867,Assembly of the pre-replicative complex
ANAPC10,R-HSA-68882,Mitotic Anaphase
ANAPC10,R-HSA-68886,M Phase
ANAPC10,R-HSA-69002,DNA Replication Pre-Initiation
ANAPC10,R-HSA-69017,CDK-mediated phosphorylation and removal of Cdc6
ANAPC10,R-HSA-69052,Switching of origins to a post-replicative state
ANAPC10,R-HSA-69239,Synthesis of DNA
ANAPC10,R-HSA-69242,S Phase
ANAPC10,R-HSA-69278,"Cell Cycle, Mitotic"
ANAPC10,R-HSA-69306,DNA Replication
ANAPC10,R-HSA-69618,Mitotic Spindle Checkpoint
ANAPC10,R-HSA-69620,Cell Cycle Checkpoints
ANAPC10,R-HSA-73857,RNA Polymerase II Transcription
ANAPC10,R-HSA-74160,Gene expression (Transcription)
ANAPC10,R-HSA-8853884,Transcriptional Regulation by VENTX
ANAPC10,R-HSA-8953897,Cellular responses to stimuli
ANAPC10,R-HSA-9675126,Diseases of mitotic cell cycle
ANAPC10,R-HSA-9687136,Aberrant regulation of mitotic exit in cancer due to RB1 defects
ANAPC10,R-HSA-9687139,Aberrant regulation of mitotic cell cycle due to RB1 defects
ANAPC10,R-HSA-983168,Antigen processing: Ubiquitination & Proteasome degradation
ANAPC10,R-HSA-983169,Class I MHC mediated antigen processing & presentation
PRG3,R-HSA-168249,Innate Immune System
PRG3,R-HSA-168256,Immune System
PRG3,R-HSA-6798695,Neutrophil degranulation
DLC1,R-HSA-162582,Signal Transduction
DLC1,R-HSA-194315,Signaling by Rho GTPases
DLC1,R-HSA-8980692,RHOA GTPase cycle
DLC1,R-HSA-9012999,RHO GTPase cycle
DLC1,R-HSA-9013026,RHOB GTPase cycle
DLC1,R-HSA-9013106,RHOC GTPase cycle
DLC1,R-HSA-9013148,CDC42 GTPase cycle
DLC1,R-HSA-9013149,RAC1 GTPase cycle
DLC1,R-HSA-9013406,RHOQ GTPase cycle
DLC1,R-HSA-9716542,"Signaling by Rho GTPases, Miro GTPases and RHOBTB3"
ATP8A1,R-HSA-168249,Innate Immune System
ATP8A1,R-HSA-168256,Immune System
ATP8A1,R-HSA-382551,Transport of small molecules
ATP8A1,R-HSA-6798695,Neutrophil degranulation
ATP8A1,R-HSA-936837,Ion transport by P-type ATPases
ATP8A1,R-HSA-983712,Ion channel transport
NDRG1,R-HSA-212436,Generic Transcription Pathway
NDRG1,R-HSA-3700989,Transcriptional Regulation by TP53
NDRG1,R-HSA-5633008,TP53 Regulates Transcription of Cell Death Genes
NDRG1,R-HSA-6803205,TP53 regulates transcription of several additional cell death genes whose specific roles in p53-dependent apoptosis remain uncertain
NDRG1,R-HSA-73857,RNA Polymerase II Transcription
NDRG1,R-HSA-74160,Gene expression (Transcription)
MYL9,R-HSA-1266738,Developmental Biology
MYL9,R-HSA-162582,Signal Transduction
MYL9,R-HSA-194315,Signaling by Rho GTPases
MYL9,R-HSA-195258,RHO GTPase Effectors
MYL9,R-HSA-212436,Generic Transcription Pathway
MYL9,R-HSA-2682334,EPH-Ephrin signaling
MYL9,R-HSA-373755,Semaphorin interactions
MYL9,R-HSA-3928663,EPHA-mediated growth cone collapse
MYL9,R-HSA-397014,Muscle contraction
MYL9,R-HSA-400685,Sema4D in semaphorin signaling
MYL9,R-HSA-416572,Sema4D induced cell migration and growth-cone collapse
MYL9,R-HSA-422475,Axon guidance
MYL9,R-HSA-445355,Smooth Muscle Contraction
MYL9,R-HSA-5625740,RHO GTPases activate PKNs
MYL9,R-HSA-5625900,RHO GTPases activate CIT
MYL9,R-HSA-5627117,RHO GTPases Activate ROCKs
MYL9,R-HSA-5627123,RHO GTPases activate PAKs
MYL9,R-HSA-73857,RNA Polymerase II Transcription
MYL9,R-HSA-74160,Gene expression (Transcription)
MYL9,R-HSA-8878171,Transcriptional regulation by RUNX1
MYL9,R-HSA-8936459,RUNX1 regulates genes involved in megakaryocyte differentiation and platelet function
MYL9,R-HSA-9675108,Nervous system development
MYL9,R-HSA-9716542,"Signaling by Rho GTPases, Miro GTPases and RHOBTB3"
RACK1,R-HSA-1500931,Cell-Cell communication
RACK1,R-HSA-162582,Signal Transduction
RACK1,R-HSA-418990,Adherens junctions interactions
RACK1,R-HSA-421270,Cell-cell junction organization
RACK1,R-HSA-446728,Cell junction organization
RACK1,R-HSA-5357905,Regulation of TNFR1 signaling
RACK1,R-HSA-5357956,TNFR1-induced NF-kappa-B signaling pathway
RACK1,R-HSA-5626978,TNFR1-mediated ceramide production
RACK1,R-HSA-73887,Death Receptor Signaling
RACK1,R-HSA-75893,TNF signaling
RACK1,R-HSA-9759476,Regulation of Homotypic Cell-Cell Adhesion
RACK1,R-HSA-9764265,Regulation of CDH1 Expression and Function
RACK1,R-HSA-9764274,Regulation of Expression and Function of Type I Classical Cadherins
RACK1,R-HSA-9764561,Regulation of CDH1 Function
RACK1,R-HSA-9766229,Degradation of CDH1
ADARB1,R-HSA-75064,mRNA Editing: A to I Conversion
ADARB1,R-HSA-75072,mRNA Editing
ADARB1,R-HSA-75102,C6 deamination of adenosine
ADARB1,R-HSA-77042,Formation of editosomes by ADAR proteins
ADARB1,R-HSA-8953854,Metabolism of RNA
CDS1,R-HSA-1430728,Metabolism
CDS1,R-HSA-1483206,Glycerophospholipid biosynthesis
CDS1,R-HSA-1483226,Synthesis of PI
CDS1,R-HSA-1483257,Phospholipid metabolism
CDS1,R-HSA-556833,Metabolism of lipids
PEMT,R-HSA-1430728,Metabolism
PEMT,R-HSA-1483191,Synthesis of PC
PEMT,R-HSA-1483206,Glycerophospholipid biosynthesis
PEMT,R-HSA-1483257,Phospholipid metabolism
PEMT,R-HSA-556833,Metabolism of lipids
PIAS3,R-HSA-2990846,SUMOylation
PIAS3,R-HSA-3108232,SUMO E3 ligases SUMOylate target proteins
PIAS3,R-HSA-3232118,SUMOylation of transcription factors
PIAS3,R-HSA-3899300,SUMOylation of transcription cofactors
PIAS3,R-HSA-392499,Metabolism of proteins
PIAS3,R-HSA-4090294,SUMOylation of intracellular receptors
PIAS3,R-HSA-4615885,SUMOylation of DNA replication proteins
PIAS3,R-HSA-4755510,SUMOylation of immune response proteins
PIAS3,R-HSA-5696395,Formation of Incision Complex in GG-NER
PIAS3,R-HSA-5696398,Nucleotide Excision Repair
PIAS3,R-HSA-5696399,Global Genome Nucleotide Excision Repair (GG-NER)
PIAS3,R-HSA-597592,Post-translational protein modification
PIAS3,R-HSA-73894,DNA Repair
ST3GAL6,R-HSA-1430728,Metabolism
ST3GAL6,R-HSA-157118,Signaling by NOTCH
ST3GAL6,R-HSA-162582,Signal Transduction
ST3GAL6,R-HSA-1630316,Glycosaminoglycan metabolism
ST3GAL6,R-HSA-1638074,Keratan sulfate/keratin metabolism
ST3GAL6,R-HSA-1912420,Pre-NOTCH Processing in Golgi
ST3GAL6,R-HSA-1912422,Pre-NOTCH Expression and Processing
ST3GAL6,R-HSA-2022854,Keratan sulfate biosynthesis
ST3GAL6,R-HSA-392499,Metabolism of proteins
ST3GAL6,R-HSA-4085001,Sialic acid metabolism
ST3GAL6,R-HSA-446193,"Biosynthesis of the N-glycan precursor (dolichol lipid-linked oligosaccharide, LLO) and transfer to a nascent protein"
ST3GAL6,R-HSA-446203,Asparagine N-linked glycosylation
ST3GAL6,R-HSA-446219,Synthesis of substrates in N-glycan biosythesis
ST3GAL6,R-HSA-597592,Post-translational protein modification
ST3GAL6,R-HSA-71387,Metabolism of carbohydrates and carbohydrate derivatives
ST3GAL6,R-HSA-9033658,Blood group systems biosynthesis
ST3GAL6,R-HSA-9037629,Lewis blood group biosynthesis
NDC80,R-HSA-141424,Amplification of signal from the kinetochores
NDC80,R-HSA-141444,Amplification  of signal from unattached  kinetochores via a MAD2  inhibitory signal
NDC80,R-HSA-162582,Signal Transduction
NDC80,R-HSA-1640170,Cell Cycle
NDC80,R-HSA-194315,Signaling by Rho GTPases
NDC80,R-HSA-195258,RHO GTPase Effectors
NDC80,R-HSA-2467813,Separation of Sister Chromatids
NDC80,R-HSA-2500257,Resolution of Sister Chromatid Cohesion
NDC80,R-HSA-2555396,Mitotic Metaphase and Anaphase
NDC80,R-HSA-5663220,RHO GTPases Activate Formins
NDC80,R-HSA-68877,Mitotic Prometaphase
NDC80,R-HSA-68882,Mitotic Anaphase
NDC80,R-HSA-68886,M Phase
NDC80,R-HSA-69278,"Cell Cycle, Mitotic"
NDC80,R-HSA-69618,Mitotic Spindle Checkpoint
NDC80,R-HSA-69620,Cell Cycle Checkpoints
NDC80,R-HSA-9648025,EML4 and NUDC in mitotic spindle formation
NDC80,R-HSA-9716542,"Signaling by Rho GTPases, Miro GTPases and RHOBTB3"
WFDC2,R-HSA-1266738,Developmental Biology
WFDC2,R-HSA-9830364,Formation of the nephric duct
WFDC2,R-HSA-9830369,Kidney development
BASP1,R-HSA-162582,Signal Transduction
BASP1,R-HSA-194315,Signaling by Rho GTPases
BASP1,R-HSA-9012999,RHO GTPase cycle
BASP1,R-HSA-9035034,RHOF GTPase cycle
BASP1,R-HSA-9716542,"Signaling by Rho GTPases, Miro GTPases and RHOBTB3"
CDSN,R-HSA-1266738,Developmental Biology
CDSN,R-HSA-6805567,Keratinization
CDSN,R-HSA-6809371,Formation of the cornified envelope
IFITM3,R-HSA-1280215,Cytokine Signaling in Immune system
IFITM3,R-HSA-168256,Immune System
IFITM3,R-HSA-909733,Interferon alpha/beta signaling
IFITM3,R-HSA-913531,Interferon Signaling
RAPGEF3,R-HSA-109582,Hemostasis
RAPGEF3,R-HSA-1280218,Adaptive Immune System
RAPGEF3,R-HSA-1430728,Metabolism
RAPGEF3,R-HSA-162582,Signal Transduction
RAPGEF3,R-HSA-163685,Integration of energy metabolism
RAPGEF3,R-HSA-168256,Immune System
RAPGEF3,R-HSA-354192,Integrin signaling
RAPGEF3,R-HSA-381676,Glucagon-like Peptide-1 (GLP1) regulates insulin secretion
RAPGEF3,R-HSA-392517,Rap1 signalling
RAPGEF3,R-HSA-422356,Regulation of insulin secretion
RAPGEF3,R-HSA-76002,"Platelet activation, signaling and aggregation"
RAPGEF3,R-HSA-76009,Platelet Aggregation (Plug Formation)
YAP1,R-HSA-1236394,Signaling by ERBB4
YAP1,R-HSA-1251985,Nuclear signaling by ERBB4
YAP1,R-HSA-1266738,Developmental Biology
YAP1,R-HSA-1280218,Adaptive Immune System
YAP1,R-HSA-162582,Signal Transduction
YAP1,R-HSA-168256,Immune System
YAP1,R-HSA-2028269,Signaling by Hippo
YAP1,R-HSA-2032785,YAP1- and WWTR1 (TAZ)-stimulated gene expression
YAP1,R-HSA-212436,Generic Transcription Pathway
YAP1,R-HSA-388841,Regulation of T cell activation by CD28 family
YAP1,R-HSA-389948,Co-inhibition by PD-1
YAP1,R-HSA-73857,RNA Polymerase II Transcription
YAP1,R-HSA-74160,Gene expression (Transcription)
YAP1,R-HSA-8878159,Transcriptional regulation by RUNX3
YAP1,R-HSA-8878166,Transcriptional regulation by RUNX2
YAP1,R-HSA-8878171,Transcriptional regulation by RUNX1
YAP1,R-HSA-8939236,RUNX1 regulates transcription of genes involved in differentiation of HSCs
YAP1,R-HSA-8940973,RUNX2 regulates osteoblast differentiation
YAP1,R-HSA-8941326,RUNX2 regulates bone development
YAP1,R-HSA-8951671,RUNX3 regulates YAP1-mediated transcription
YAP1,R-HSA-8953897,Cellular responses to stimuli
YAP1,R-HSA-9006934,Signaling by Receptor Tyrosine Kinases
YAP1,R-HSA-9619665,EGR2 and SOX10-mediated initiation of Schwann cell myelination
YAP1,R-HSA-9675108,Nervous system development
YAP1,R-HSA-9725554,Differentiation of Keratinocytes in Interfollicular Epidermis in Mammalian Skin
